고객ID,이탈여부,총매출액,구매금액대,방문빈도,1회 평균매출액,할인권 사용 횟수,총 할인 금액,고객등급,구매유형,클레임접수여부,구매카테고리수,거주지역,성별,고객 나이대,거래기간,할인민감여부,Recency,Frequency,Monetary,평균 구매주기
550,0,14410060,2,24,600419,29,375245,2,2,1,7,5,0,6,4183,1,7,2,6,173.2916667
551,0,5751540,1,23,250067,6,185600,1,2,0,8,6,0,4,4184,0,1,2,6,180.9130435
552,0,8263990,2,42,196762,19,365100,2,4,0,5,5,0,4,1955,0,5,4,4,45.54761905
553,0,2825680,0,23,122856,1,8095,1,4,1,5,4,0,4,4186,0,5,2,4,181
554,0,7545460,2,71,106274,23,380345,2,2,0,9,4,1,4,1631,0,7,7,6,21.97183099
555,0,4333160,1,17,254892,22,349800,2,3,0,3,2,0,3,4188,0,4,1,2,245.3529412
556,0,3078920,0,52,59210,25,357300,1,2,1,5,6,0,3,4189,0,5,5,5,79.55769231
557,0,6570370,1,28,234656,4,57700,2,4,1,8,3,1,4,4070,0,7,2,3,144.3571429
558,0,5567900,1,20,278395,28,377345,2,2,0,5,7,0,7,4191,0,5,2,4,208.55
559,0,2490950,0,5,498190,19,366795,2,2,0,6,7,0,5,4192,0,5,1,4,837.4
560,0,5625500,1,19,296079,21,347750,2,3,0,3,3,0,3,2904,0,4,1,2,151.8421053
561,0,8417990,2,34,247588,1,8845,2,2,1,6,6,0,4,4194,0,5,3,4,122.3529412
562,0,19821100,2,57,347739,27,388300,1,4,1,8,5,1,4,4195,1,7,5,6,72.59649123
563,0,3001010,0,24,125042,5,131845,2,4,0,6,4,0,3,3989,0,5,2,4,165.2083333
564,0,2747600,0,8,343450,15,326545,1,2,1,6,5,1,5,3080,0,5,1,4,384
565,0,8202100,2,18,455672,21,347500,2,2,0,9,5,0,5,3052,0,7,5,6,168.5555556
566,0,2928400,0,28,104586,17,364450,1,2,1,6,6,0,3,2991,0,5,2,7,105.8214286
567,0,6626380,1,55,120480,16,365650,2,2,0,6,7,1,4,3281,0,5,5,4,58.65454545
568,0,4335090,1,49,88471,20,347895,1,2,0,7,6,0,4,4201,0,3,4,6,84.73469388
569,0,29551650,2,49,603095,23,379845,2,2,1,4,7,0,4,4202,1,4,4,4,84.75510204
570,0,3378100,0,10,337810,1,4750,1,4,1,9,3,0,4,3824,0,7,4,6,381.4
571,0,2814760,0,30,93825,22,349550,1,2,0,7,6,1,4,4204,0,7,3,6,139.1333333
572,0,3779160,0,25,151166,7,210000,1,2,0,7,5,1,4,1694,0,7,2,1,66.76
573,0,33766490,2,16,2110406,6,186295,2,4,0,2,6,0,5,4206,1,2,1,2,261.875
574,0,2830540,0,11,257322,3,62335,1,2,0,3,6,0,2,2090,0,4,1,2,189
575,0,2472550,0,8,309069,11,295950,1,2,0,3,4,1,6,4208,0,4,1,2,525
576,0,11379990,2,31,367096,30,381445,2,2,0,7,6,0,3,2819,1,7,3,6,89.93548387
577,0,3135910,0,56,55998,25,357800,1,2,0,8,6,0,4,3945,0,7,5,5,69.44642857
578,0,9099380,2,21,433304,1,7845,2,2,0,7,5,0,5,4015,1,7,2,6,190.1904762
579,0,61777090,2,77,802300,26,365150,2,2,0,8,5,0,5,2415,1,7,7,6,30.36363636
580,0,16978550,2,35,485101,14,334545,2,2,1,6,6,0,4,4213,1,5,3,4,119.3714286
581,0,2206420,0,5,441284,18,341700,1,4,0,3,5,0,7,4214,0,4,1,2,841.8
582,0,3770430,0,13,290033,29,373800,1,4,1,5,5,1,2,3833,0,5,1,4,293.8461538
583,0,3385910,0,23,147213,13,324545,2,3,1,4,4,0,6,4216,1,4,2,4,182.3043478
584,0,29062270,2,68,427386,13,307435,2,2,0,7,6,0,4,4217,1,7,6,6,61.01470588
585,0,4235540,1,18,235308,22,350995,2,4,0,9,5,0,2,2180,0,7,1,6,120.1111111
586,0,2807680,0,19,147773,13,324795,1,2,1,2,7,0,7,4219,1,6,1,2,221.0526316
587,0,18520640,2,59,313909,30,380250,2,2,1,8,4,0,5,4220,1,7,5,6,70.52542373
588,0,3979430,0,35,113698,23,379450,2,4,0,7,5,0,2,2293,0,7,3,3,64.51428571
589,0,2592480,0,7,370354,4,58200,2,3,1,4,3,0,4,4222,1,4,1,4,602.1428571
590,0,15881920,2,42,378141,7,209500,2,2,0,5,6,0,4,4223,1,5,4,3,99.54761905
591,0,4059950,0,19,213682,14,334350,2,1,0,2,4,0,2,3375,0,2,1,2,176.6315789
592,0,2358700,0,5,471740,29,375245,1,3,0,2,1,1,5,4225,1,2,1,2,844
593,0,3344690,0,19,176036,15,325350,1,2,0,9,5,1,4,4226,1,7,4,6,221.4210526
594,0,8419540,2,52,161914,15,325850,2,2,1,7,6,0,4,4227,1,7,5,6,80.28846154
595,0,13629770,2,17,801751,8,261200,2,1,0,2,6,0,6,4228,1,2,1,2,247.7058824
596,0,3507200,0,7,501029,13,323350,1,3,1,9,1,0,4,3928,0,7,5,6,560.1428571
597,0,7661350,2,22,348243,8,262395,2,1,0,6,4,1,5,4230,1,5,2,4,191.2727273
598,0,4752160,1,30,158405,6,184850,2,1,0,5,4,0,2,2190,0,5,3,4,72
599,0,2610350,0,19,137387,1,4695,1,2,0,9,5,0,4,4232,1,7,6,6,221.7368421
600,0,2205100,0,11,200464,3,43945,1,2,0,2,7,0,5,4233,1,2,1,2,383.8181818
601,0,10952590,2,36,304239,22,350300,2,4,0,7,5,0,4,3781,1,7,3,1,104.0277778
602,0,2467700,0,15,164513,21,346750,1,2,1,6,6,0,3,3779,0,5,1,5,250.9333333
603,0,7065960,1,17,415645,30,380945,2,2,1,3,6,0,5,3965,0,4,1,2,232.2352941
604,0,4728660,1,30,157622,12,303695,2,2,0,6,5,0,5,4237,1,5,3,4,140.2333333
605,0,3638890,0,16,227431,22,350550,1,2,1,3,5,0,5,4238,1,4,1,2,263.875
606,0,4317260,1,25,172690,9,247295,1,4,1,6,6,1,4,4239,1,5,2,4,168.56
607,0,3096770,0,10,309677,1,5195,1,2,1,3,3,1,4,4240,1,4,1,2,423
608,0,3693640,0,16,230853,28,375650,2,2,1,3,6,0,3,3864,0,4,1,2,240.5
609,0,4909020,1,13,377617,13,324295,1,2,1,3,7,0,4,4242,1,4,1,2,325.3076923
610,0,4600450,1,5,920090,7,210195,2,2,0,2,6,0,5,1712,0,2,1,2,341.4
611,0,2684900,0,14,191779,26,365150,1,4,0,5,7,0,4,4244,1,5,1,4,302.1428571
612,0,4193600,1,7,599086,15,326100,2,2,0,4,6,1,3,3999,0,4,1,4,570.2857143
613,0,2330810,0,15,155387,5,130650,1,4,0,4,4,0,4,3756,0,4,1,7,249.4
614,0,2181960,0,16,136373,14,335045,1,2,0,3,5,0,3,2218,0,3,1,2,137.625
615,0,2717390,0,18,150966,4,58895,1,2,1,3,5,0,4,4248,1,4,1,2,235
616,0,3241100,0,7,463014,22,350995,1,4,1,3,6,0,2,1000,0,4,1,2,141.8571429
617,0,2593500,0,10,259350,21,348695,1,2,1,5,5,0,5,4250,1,5,1,4,424
618,0,1995600,0,12,166300,23,381145,2,3,0,5,6,0,4,3260,0,5,1,4,270.6666667
619,0,3320060,0,29,114485,22,350745,1,3,1,6,2,0,3,4252,1,5,2,1,145.6206897
620,0,6688450,1,8,836056,24,359000,2,2,0,3,7,1,5,4253,1,4,1,2,530.625
621,0,6476920,1,36,179914,9,247545,2,4,0,8,3,0,2,2322,0,7,3,6,63.5
622,0,14840160,2,64,231878,11,295700,2,4,1,7,5,0,5,4255,1,7,6,6,65.484375
623,0,2284290,0,18,126905,22,369635,1,2,0,5,5,0,3,2198,0,5,1,4,121.1111111
624,0,4090820,0,28,146101,10,305645,1,1,0,6,4,0,3,4207,0,5,2,5,149.25
625,0,4796170,1,57,84143,8,261200,2,4,1,2,6,0,7,4258,1,2,5,2,73.70175439
626,0,7579090,2,35,216545,14,333600,2,3,0,6,5,0,5,4259,1,5,3,4,120.6857143
627,0,2731620,0,14,195116,20,346700,1,3,0,4,7,0,5,4260,1,4,1,4,303.2857143
628,0,2458900,0,13,189146,26,366845,1,4,1,5,7,0,4,4049,0,5,1,4,310.4615385
629,0,2658000,0,12,221500,20,328035,1,4,0,5,5,0,4,2314,0,5,1,4,191.8333333
630,0,2420780,0,23,105251,22,350050,1,4,1,8,5,1,4,4056,0,7,2,6,175.3478261
631,0,2651050,0,13,203927,11,296200,1,2,1,2,6,0,3,2776,0,2,1,2,212.5384615
632,0,6830700,1,13,525438,4,59145,2,4,1,3,5,1,3,3910,0,1,1,2,299.7692308
633,0,2576100,0,8,322013,12,303695,1,4,1,5,7,0,4,3006,0,5,1,3,374.75
634,0,4984000,1,15,332267,20,347450,2,4,0,2,3,0,4,4267,1,2,1,1,283.4666667
635,0,4484460,1,18,249137,20,347450,2,4,0,2,5,0,7,4268,1,7,1,6,236.1111111
636,0,6292300,1,16,393269,16,366095,2,2,0,2,6,0,5,4269,1,2,1,2,265.8125
637,0,5863540,1,36,162876,18,341700,2,4,1,8,5,0,4,4270,1,7,3,6,117.6111111
638,0,4042930,0,16,252683,8,261895,1,2,0,9,4,0,4,3609,1,7,4,6,224.5625
639,0,2341630,0,20,117082,21,347250,1,2,0,6,4,0,3,3744,1,5,2,4,186.2
640,0,3239700,0,17,190571,19,367945,1,3,1,5,6,0,2,1712,0,5,1,4,99.70588235
641,0,2721250,0,5,544250,17,364395,1,4,0,5,3,1,6,4274,1,5,1,4,853.8
642,0,3271830,0,15,218122,4,58450,1,3,1,2,3,0,5,4275,1,2,1,2,284
643,0,2052400,0,14,146600,22,350050,1,2,0,9,5,1,2,1000,1,7,5,6,70.42857143
644,0,6513530,1,53,122897,3,43695,2,2,0,7,5,1,3,4277,1,7,5,6,79.69811321
645,0,3716000,0,30,123867,21,348000,1,2,1,8,5,0,3,3467,0,7,3,5,114.5666667
646,0,10302930,2,59,174626,19,365850,2,4,0,7,6,0,4,1783,1,7,5,6,29.22033898
647,0,9860110,2,18,547784,10,305645,2,4,0,2,2,1,3,2740,1,2,1,2,151.2222222
648,0,6553440,1,32,204795,24,360195,2,4,0,6,5,1,4,3624,0,5,3,1,112.25
649,0,3954250,0,11,359477,20,348145,1,4,0,3,6,0,4,2537,0,3,1,2,229.6363636
650,0,8245750,2,25,329830,3,44445,2,3,1,7,5,0,4,4283,1,7,2,6,170.32
651,0,2583030,0,12,215253,23,380345,1,2,1,4,5,1,5,3871,0,4,1,4,321.5833333
652,0,11993460,2,44,272579,8,260950,2,2,0,6,3,1,5,1699,1,5,4,4,37.61363636
653,0,4966750,1,26,191029,9,247545,2,2,0,6,3,0,4,2409,0,5,2,4,91.65384615
654,0,3443500,0,18,191306,19,366500,1,2,1,2,6,0,4,4287,1,2,1,2,237.1666667
655,0,2783500,0,13,214115,15,326295,1,2,0,1,7,0,5,4288,1,2,1,2,328.8461538
656,0,3056350,0,9,339594,20,347350,1,3,0,6,6,1,3,3982,0,5,1,4,441.4444444
657,0,3598490,0,23,156456,26,364900,1,1,1,6,3,0,5,4290,1,5,2,4,185.5217391
658,0,2208550,0,5,441710,9,246100,1,2,0,4,5,0,3,3688,0,4,1,7,736.6
659,0,3693240,0,24,153885,11,296200,1,2,1,4,7,0,3,4292,1,4,2,4,177.8333333
660,0,2925260,0,51,57358,15,325600,2,2,0,6,5,0,3,1718,0,5,5,3,32.68627451
661,0,2751050,0,11,250095,22,350550,1,3,1,9,5,0,3,4294,1,7,6,6,389.3636364
662,0,3091530,0,13,237810,12,304195,1,3,0,6,5,0,5,1910,0,5,1,4,145.9230769
663,0,2355900,0,8,294488,20,347350,1,2,1,6,6,0,6,3619,0,5,1,4,451.375
664,0,3050750,0,22,138670,18,342145,1,3,1,7,6,0,3,3778,1,7,2,6,170.7272727
665,0,5459480,1,34,160573,14,333850,2,3,0,9,3,0,3,3851,1,7,3,6,112.2647059
666,0,5228540,1,18,290474,10,304200,2,2,1,9,5,0,4,4299,1,7,4,6,237.8333333
667,0,3159030,0,72,43875,9,267500,1,2,1,8,7,1,4,4300,1,7,7,6,58.72222222
668,0,4485030,1,8,560629,24,360945,2,1,1,2,5,0,5,4301,1,6,1,6,536.625
669,0,12595290,2,20,629765,20,347795,2,2,0,6,4,1,3,1678,1,5,2,4,82.9
670,0,6028500,1,21,287071,4,57450,2,2,0,6,6,0,3,4303,1,5,2,4,203.9047619
671,0,2705790,0,14,193271,18,341200,1,2,1,3,6,0,5,2315,0,4,1,5,164.3571429
672,0,2360150,0,9,262239,28,377595,1,4,0,6,5,1,4,4098,0,5,1,4,454.3333333
673,0,11151760,2,54,206514,8,251035,2,2,0,8,7,0,4,2695,1,7,5,3,48.90740741
674,0,9901740,2,24,412573,12,302500,2,2,0,7,6,0,5,4307,1,7,2,6,178.4583333
675,0,1994190,0,9,221577,16,366345,1,2,0,3,7,0,4,4308,1,4,1,2,477.6666667
676,0,2715020,0,20,135751,23,379950,1,4,0,7,5,1,4,4309,1,7,2,6,214.45
677,0,2247370,0,12,187281,5,130900,2,2,0,9,5,0,5,4310,1,7,5,6,358.1666667
678,0,5603640,1,7,800520,25,358050,2,1,0,2,4,0,5,4311,1,2,1,2,614.8571429
679,0,2804800,0,46,60974,30,380000,1,1,1,5,5,0,5,4041,0,5,4,4,86.84782609
680,0,5659640,1,28,202130,9,247100,2,4,0,7,5,0,4,4313,1,7,2,6,153.0357143
681,0,2873340,0,9,319260,17,364700,1,2,0,9,7,0,4,1000,1,7,6,6,110.1111111
682,0,6978490,1,41,170207,11,296200,2,2,0,5,5,0,3,2525,0,5,4,3,60.58536585
683,0,5169410,1,28,184622,23,379895,2,2,0,6,5,0,5,4316,1,5,2,4,153.1428571
684,0,2915670,0,14,208262,17,365145,1,2,1,2,5,0,5,4317,1,7,1,6,307.3571429
685,0,4106220,1,10,410622,5,131845,1,4,1,9,5,0,4,4318,1,3,5,6,430.8
686,0,3950410,0,18,219467,21,346750,1,3,1,3,4,0,6,4319,1,4,1,3,238.9444444
687,0,2512040,0,25,100482,17,364895,1,3,0,6,5,0,3,4320,1,5,2,4,171.8
688,0,7424550,2,11,674959,24,359945,1,1,1,2,4,1,5,3438,0,2,1,2,311.5454545
689,0,4878400,1,9,542044,19,366250,2,2,0,2,4,0,5,2130,0,2,1,2,235.6666667
690,0,5332050,1,20,266603,11,297145,2,3,0,7,7,0,3,2860,0,7,2,6,142
691,0,6212780,1,20,310639,16,365845,2,2,0,6,6,1,5,4324,1,5,2,4,215.2
692,0,5415020,1,10,541502,19,366945,1,2,1,2,4,0,4,4028,0,2,1,2,401.8
693,0,5127280,1,42,122078,16,366095,2,1,1,6,6,0,5,4326,1,5,4,5,102
694,0,3559700,0,23,154770,3,42500,1,2,0,7,7,0,3,4327,1,7,2,6,187.1304348
695,0,2409000,0,21,114714,26,366345,1,3,0,6,5,0,4,4328,1,5,2,4,205.0952381
696,0,3289750,0,6,548292,17,383535,1,2,1,2,5,1,6,4329,1,2,1,2,720.5
697,0,4038700,0,21,192319,19,366250,1,4,1,6,4,0,4,2147,0,5,2,4,101.2380952
698,0,3536730,0,16,221046,26,366095,1,1,1,2,6,0,3,4331,1,2,1,2,269.6875
699,0,12130760,2,22,551398,29,375245,2,1,0,5,6,0,5,4032,1,5,2,5,182.2727273
700,0,12330050,2,17,725297,22,350050,2,2,1,2,4,0,5,4333,1,2,1,2,253.8823529
701,0,2321830,0,22,105538,25,357995,1,1,0,6,5,0,3,4031,0,5,2,4,182.2272727
702,0,7159350,1,30,238645,13,323850,2,4,0,6,5,0,2,2594,0,5,3,4,85.46666667
703,0,6604940,1,22,300225,5,131095,2,3,0,7,6,0,4,4336,1,7,2,6,196.0909091
704,0,7637150,2,7,1091021,23,378650,2,2,0,5,6,0,4,4337,1,5,1,4,618.5714286
705,0,9316840,2,26,358340,10,304200,2,2,0,7,4,0,4,3164,1,7,2,5,120.6923077
706,0,7519320,2,7,1074189,25,358745,2,4,0,2,5,0,7,4339,1,2,1,2,618.8571429
707,0,5556640,1,20,277832,20,347100,2,2,1,7,6,0,3,4340,1,7,2,6,216
708,0,2332350,0,18,129575,1,8845,1,2,1,6,6,0,2,2832,0,5,1,4,156.3333333
709,0,28033570,2,49,572114,10,304895,2,4,1,5,4,0,4,4342,1,5,4,4,87.6122449
710,0,25220240,2,105,240193,27,356700,1,1,1,7,4,0,2,4343,1,1,7,5,40.36190476
711,0,4458860,1,28,159245,26,366345,1,4,1,7,7,0,4,4344,1,7,2,6,154.1428571
712,0,11687390,2,19,615126,20,347850,2,4,0,3,5,0,3,2727,1,4,1,2,142.5263158
713,0,22193700,2,125,177550,26,366845,2,2,0,9,7,0,4,4340,1,7,7,6,33.72
714,0,8968300,2,55,163060,29,392400,2,1,1,6,5,0,5,4347,1,5,5,4,78.03636364
715,0,4978470,1,15,331898,29,374995,1,3,1,2,6,0,5,3017,0,2,1,2,200.1333333
716,0,5808100,1,24,242004,19,367000,2,1,1,8,6,0,5,4131,0,7,2,7,171.125
717,0,4334870,1,22,197040,11,296450,1,3,0,6,7,0,3,4350,1,5,2,4,196.7272727
718,0,2973140,0,22,135143,22,350300,1,2,1,6,6,0,2,2607,0,5,2,4,117.5
719,0,3750500,0,13,288500,3,43695,1,1,0,2,4,0,3,4352,1,2,1,2,333.7692308
720,0,4068200,0,22,184918,1,7900,1,1,0,6,6,0,6,4353,1,5,2,4,196.8636364
721,0,6110900,1,16,381931,20,347350,2,2,0,7,6,1,4,4242,1,7,1,1,264.125
722,0,4765670,1,47,101397,12,303195,2,3,0,4,5,0,3,1000,0,4,4,4,20.27659574
723,0,10910520,2,127,85910,24,359500,2,4,1,6,5,0,4,4356,1,5,7,4,33.2992126
724,0,3654150,0,10,365415,29,374995,1,2,1,4,7,0,3,3107,0,4,1,4,309.7
725,0,2441700,0,23,106161,11,297145,1,3,1,1,6,0,7,4358,1,2,2,2,188.4782609
726,0,3825420,0,27,141682,23,380200,1,4,1,7,5,0,4,4359,1,7,2,6,160.4444444
727,0,24321940,2,26,935459,27,357395,2,4,1,6,6,0,4,4360,1,5,2,4,166.6923077
728,0,3916410,0,16,244776,15,325600,2,4,1,2,5,0,4,4361,1,7,1,5,271.5625
729,0,3268160,0,20,163408,9,246100,1,3,1,6,6,1,5,4362,1,5,2,4,217.1
730,0,2631910,0,22,119632,19,366945,1,1,0,6,4,0,5,3490,0,5,2,4,157.6363636
731,0,3833190,0,35,109520,4,59645,1,2,1,5,6,0,4,4364,1,5,3,4,123.6857143
732,0,2304780,0,29,79475,1,5445,1,2,0,5,5,0,3,3223,0,3,2,4,110.137931
733,0,4660550,1,24,194190,29,373550,1,2,1,7,7,0,5,4366,1,7,2,3,180.9166667
734,0,12946830,2,56,231193,1,23835,2,2,1,7,5,0,5,4367,1,7,5,6,76.98214286
735,0,5257860,1,11,477987,18,340450,1,2,1,1,7,0,3,4368,1,2,1,2,396.0909091
736,0,4368510,1,19,229922,14,333350,2,2,0,2,6,0,5,4369,1,2,1,2,228.9473684
737,0,6522860,1,20,326143,25,358745,2,3,1,6,7,0,5,4370,1,5,2,4,217.5
738,0,5315250,1,55,96641,26,365900,2,3,1,7,7,0,3,4371,1,7,5,6,78.47272727
739,0,12948370,2,36,359677,7,210500,2,4,1,6,4,0,4,4229,1,5,3,4,116.4722222
740,0,2961840,0,31,95543,13,323600,1,4,0,4,6,1,4,4373,1,4,3,3,140.0645161
741,0,2873450,0,14,205246,20,347645,1,4,0,6,5,0,3,2787,0,5,1,4,198.0714286
742,0,2226700,0,25,89068,9,247295,1,4,0,4,5,0,2,1000,0,4,2,4,39
743,0,4977790,1,77,64647,17,364200,2,2,1,7,5,0,3,4004,0,7,7,6,51
744,0,4473090,1,19,235426,23,380345,2,1,0,3,4,0,6,4377,1,4,1,2,229.3684211
745,0,8604810,2,87,98906,20,348395,2,2,0,6,4,0,4,4301,1,5,7,4,48.43678161
746,0,7710050,2,24,321252,15,326295,2,4,0,7,5,0,4,2194,0,7,2,6,90.41666667
747,0,4313100,1,17,253712,16,365150,2,1,1,2,4,0,3,4380,1,2,1,5,256.6470588
748,0,5863050,1,15,390870,9,246600,2,2,0,5,6,1,4,3248,0,5,1,4,215.5333333
749,0,9147350,2,32,285855,19,366500,2,4,0,9,6,0,4,3494,1,7,3,6,108.1875
750,0,3995220,0,47,85005,4,58645,2,2,1,7,5,0,3,4266,1,7,4,6,89.76595745
751,0,2130000,0,12,177500,25,358495,1,3,0,6,4,0,3,3274,0,6,1,4,271.8333333
752,0,3215880,0,26,123688,3,42750,1,4,1,8,5,0,5,4206,0,7,2,6,160.7692308
753,0,9856230,2,43,229215,30,381445,2,1,0,5,5,0,3,4386,1,5,4,4,101
754,0,3156960,0,5,631392,25,357050,2,2,0,2,5,0,3,4387,1,2,1,5,876.4
755,0,5486100,1,15,365740,16,366595,2,4,1,3,7,0,4,4388,1,4,1,2,291.5333333
756,0,2341000,0,6,390167,20,346950,1,2,1,6,6,0,2,2709,0,5,1,4,450.5
757,0,8549360,2,31,275786,11,297145,2,3,1,6,3,0,3,4295,1,5,3,4,137.5483871
758,0,4519140,1,17,265832,14,334295,2,4,0,3,5,0,4,2696,0,4,1,2,157.5882353
759,0,5491460,1,6,915243,12,303250,2,2,0,2,6,0,4,4392,1,2,1,2,731
760,0,4636320,1,13,356640,5,130400,2,4,0,9,5,0,4,3798,0,7,1,6,291.1538462
761,0,3919740,0,12,326645,19,366545,2,2,0,2,6,0,4,3541,0,2,1,7,294.0833333
762,0,3312450,0,14,236604,17,364645,1,1,0,3,5,0,6,4395,1,4,1,2,312.9285714
763,0,4767900,1,10,476790,13,325045,2,4,0,9,6,1,4,4396,1,7,5,6,438.6
764,0,6766260,1,20,338313,7,210945,2,2,0,6,7,0,5,4397,1,5,2,4,218.85
765,0,3689490,0,22,167704,16,365595,2,1,0,4,6,0,5,2727,0,4,2,4,122.9545455
766,0,3393470,0,10,339347,12,303945,1,3,1,2,5,0,4,4399,1,7,1,6,438.9
767,0,3278670,0,22,149030,17,364450,1,4,0,6,6,0,2,3132,0,5,2,4,141.3636364
768,0,2910500,0,27,107796,7,210945,1,4,0,6,5,0,2,2883,1,5,2,4,105.7777778
769,0,5627300,1,13,432869,15,346500,2,2,1,3,4,0,4,4402,1,4,1,5,337.6153846
770,0,2526560,0,8,315820,22,350300,1,2,0,3,6,0,3,4403,1,4,1,2,549.375
771,0,4728980,1,26,181884,13,324295,2,4,0,6,4,0,3,4404,1,5,2,4,168.3846154
772,0,2098900,0,43,48812,23,380645,1,3,1,6,6,0,4,4126,0,5,4,4,94.95348837
773,0,3850580,0,13,296198,20,348295,1,3,1,2,3,0,4,3858,0,2,1,2,295.7692308
774,0,2321500,0,10,232150,24,358750,1,1,1,1,2,0,6,4407,1,3,1,2,439.7
775,0,4618350,1,10,461835,7,211445,2,3,0,8,4,0,3,3196,0,7,1,1,318.6
776,0,2684970,0,38,70657,1,6900,1,2,0,8,5,0,4,4409,1,7,3,6,115.0263158
777,0,6754050,1,60,112568,3,43250,2,3,1,8,7,0,6,4410,1,7,6,6,72.5
778,0,2320650,0,22,105484,6,185350,1,4,1,6,5,0,3,4411,1,5,2,4,199.5
779,0,5408850,1,16,338053,26,365650,1,3,1,2,2,0,4,3102,0,2,1,2,192.875
780,0,2479300,0,10,247930,22,349550,1,4,1,5,5,1,4,3965,0,5,1,3,395.5
781,0,8109610,2,15,540641,17,364645,2,1,1,9,4,0,4,4414,1,7,6,6,293.2666667
782,0,7131520,1,40,178288,6,185350,2,4,0,7,6,0,4,4415,1,7,4,6,109.375
783,0,2386090,0,12,198841,16,365400,1,2,1,9,5,0,3,4416,1,7,4,6,367
784,0,3237430,0,39,83011,21,348445,1,4,0,1,6,0,7,3045,0,2,3,2,77.07692308
785,0,5469700,1,29,188610,23,380895,2,4,1,6,5,0,4,4418,1,5,2,4,151.3448276
786,0,5046010,1,26,194077,20,366935,2,4,1,7,6,0,4,4419,1,6,2,6,168.9615385
787,0,2685840,0,8,335730,15,324850,1,3,1,6,2,0,5,4420,1,5,1,4,551.5
788,0,2688040,0,19,141476,20,348645,1,2,0,3,5,0,3,4421,1,4,1,2,231.6842105
789,0,3279240,0,13,252249,8,260700,1,2,1,9,4,1,4,4422,1,7,5,3,339.1538462
790,0,2373580,0,23,103199,21,348195,1,3,1,7,4,0,3,3099,1,7,2,6,133.7391304
791,0,54554980,2,67,814253,27,356950,2,3,0,6,5,0,5,2540,1,5,6,7,36.91044776
792,0,3897170,0,22,177144,24,359250,1,4,1,8,5,0,4,4425,1,7,2,6,200.1363636
793,0,2741500,0,6,456917,1,5445,1,2,0,4,6,0,3,2871,0,4,1,4,477.5
794,0,10197480,2,8,1274685,6,185850,2,4,0,2,7,0,3,4427,1,2,1,2,552.375
795,0,2321820,0,15,154788,8,261645,1,4,1,3,5,0,3,2404,0,7,1,6,159.2666667
796,0,2705520,0,9,300613,3,43500,1,1,1,5,5,1,5,4429,1,5,1,4,491.1111111
797,0,7239170,1,27,268117,17,363950,2,4,0,6,7,1,4,2560,0,5,2,4,93.81481481
798,0,2923000,0,25,116920,15,326045,1,4,0,6,5,0,4,4431,1,5,2,4,176.24
799,0,5020390,1,22,228200,22,350995,2,4,0,6,5,0,4,4432,1,5,2,4,200.4545455
800,0,6132770,1,17,360751,22,351245,2,2,0,9,5,0,5,3836,0,7,6,6,224.6470588
801,0,4744080,1,33,143760,1,7595,2,1,1,6,6,0,5,4434,1,5,3,4,133.3636364
802,0,3765600,0,9,418400,11,296700,1,2,1,4,4,0,5,2586,0,4,1,4,286.3333333
803,0,5017290,1,22,228059,20,347850,2,3,0,3,1,0,3,2566,0,4,2,5,115.6363636
804,0,4272960,1,9,474773,28,377095,2,1,0,9,5,0,4,4437,1,7,1,6,492
805,0,8438570,2,19,444135,25,358245,2,2,0,3,6,0,4,3194,0,4,1,2,167.1052632
806,0,4189750,1,37,113236,20,347600,1,4,0,7,5,0,4,4439,1,7,3,6,118.972973
807,0,4152020,1,17,244236,17,363450,2,4,0,2,6,0,4,4440,1,1,1,2,260.1764706
808,0,10969780,2,45,243773,6,206500,2,3,0,5,4,0,3,4064,1,5,4,4,89.31111111
809,0,3156710,0,22,143487,30,381000,2,1,0,5,5,0,5,3278,0,5,2,4,148
810,0,6558840,1,14,468489,19,367445,2,2,0,3,5,0,5,2230,0,4,1,2,158.2857143
811,0,6377190,1,16,398574,25,377300,1,3,0,2,6,0,3,4444,1,2,1,2,276.75
812,0,2020000,0,4,505000,19,366750,1,4,0,3,5,1,4,4445,1,4,1,2,1110.25
813,0,5640450,1,30,188015,14,335045,2,2,0,6,4,0,4,1000,0,5,3,4,32.33333333
814,0,18492730,2,48,385265,19,367000,1,1,0,7,4,0,3,4447,1,7,4,6,91.64583333
815,0,7877000,2,46,171239,4,58395,2,3,1,5,5,0,4,4448,1,5,4,3,95.69565217
816,0,4594400,1,14,328171,3,43195,1,4,0,2,5,0,2,2033,0,7,1,6,144.2142857
817,0,2676560,0,10,267656,16,366345,1,2,0,6,6,0,3,4450,1,5,1,4,444
818,0,13541940,2,103,131475,5,150235,2,2,0,6,5,0,3,4451,1,5,7,7,42.21359223
819,0,2853410,0,16,178338,13,323350,1,4,0,6,5,0,4,2467,0,5,1,4,153.1875
820,0,3661450,0,18,203414,28,375900,2,2,1,9,6,0,4,4453,1,7,6,6,246.3888889
821,0,1934760,0,10,193476,29,374745,1,2,1,2,6,0,5,4454,1,2,1,2,444.4
822,0,2464480,0,26,94788,1,7150,1,4,0,6,5,0,5,3460,0,5,2,4,132.0769231
823,0,4656740,1,17,273926,29,375745,2,4,0,9,5,0,4,4456,1,7,5,6,261.1176471
824,0,10215940,2,33,309574,5,130400,2,4,0,7,5,1,4,2820,1,7,3,6,84.45454545
